timestamp,text
15:35,any real number any activation value and it  outputs a number always between 0 and 1. so  
15:42,this makes it really really suitable for problems  and probability because probabilities also have to  
15:47,be between 0 and 1 so this makes them very well  suited for those types of problems in modern deep  
15:53,neural networks the relu activation function which  you can see on the right is also extremely popular  
15:59,because of its simplicity in this case it's a  piecewise linear function it is zero before when  
16:05,it's uh in the negative regime and it is strictly  the identity function in the positive regime
16:15,but one really important question that i  hope that you're asking yourselves right now   is why do we even need activation functions  and i think actually throughout this course  
16:25,i do want to say that no matter what  i say in the course i hope that always  
16:31,you're questioning why this is a necessary step  and why do we need each of these steps because   often these are the questions that can lead to  really amazing research breakthroughs so why do  
16:41,we need activation functions now the point of  an activation function is to actually introduce  
16:46,non-linearities into our network because these are  non-linear functions and it allows us to actually  
16:52,deal with non-linear data this is extremely  important in real life especially because in  
16:59,the real world data is almost always non-linear  imagine i told you to separate here the green  
17:05,points from the red points but all you could  use is a single straight line you might think   this is easy with multiple lines or curved lines  but you can only use a single straight line and  
17:17,that's what using a neural network with a linear  activation function would be like that makes the   problem really hard because no matter how deep the  neural network is you'll only be able to produce  
17:28,a single line decision boundary and you're  only able to separate your space with one line  
17:35,now using non-linear activation functions  allows your neural network to approximate  
17:41,arbitrarily complex functions and that's what  makes neural networks extraordinarily powerful
17:48,let's understand this with a simple example so  that we can build up our intuition even further  
17:54,imagine i give you this trained network now with  weights on the left hand side 3 and negative 2.  
18:02,this network only has two inputs x1 and x2  if we want to get the output of it we simply  
18:09,do the same story as i said before first take  a dot product of our inputs with our weights  
18:15,add the bias and apply a non-linearity  but let's take a look at what's inside  
18:22,of that non-linearity it's simply a  weighted combination of our inputs  
18:27,and the in the form of a two-dimensional line  because in this case we only have two inputs  
18:34,so if we want to compute this output it's the  same story as before we take a dot product of x  
18:39,and w we add our bias and apply our non-linearity  what about what's inside of this nonlinearity g  
18:47,well this is just a 2d line in fact since it's  just a two dimensional line we can even plot it  
18:54,in two-dimensional space this is called  the feature space the input space   in this case the feature space and the input  space are equal because we only have one neuron  
19:03,so in this plot let me describe what you're seeing  so on the two axes you're seeing our two inputs so  
19:10,on one axis is x1 one of the inputs on the other  axis is x2 our other input and we can plot the  
19:16,line here our decision boundary of this trained  neural network that i gave you as a line in this  
19:22,space now this line corresponds to actually all  of the decisions that this neural network can make  
19:29,because if i give you a new data point for example  here i'm giving you negative 1 2. this point lies  
19:36,somewhere in this space specifically at x one  equal to negative one and x two equal to two  
19:42,that's just a point in the space i want you to  compute its weighted combination and i i can  
19:48,actually follow the perceptron equation to get  the answer so here we can see that if we plug it  
19:55,into the perceptron equation we get 1 plus minus  3 minus 4 and the result would be minus 6. we  
20:04,plug that into our nonlinear activation function  g and we get a final output of 0.002 now in fact  
20:14,remember that the sigmoid function actually  divides the space into two parts of either  
20:20,because it outputs everything between zero and  one it's dividing it between a point at 0.5 and  
20:28,greater than 0.5 and less than 0.5 when the input  is less than 0 and greater than 0.5 that's when  
20:37,the input is positive we can illustrate the space  actually but this feature space when we're dealing  
20:43,with a small dimensional data like in this case  we only have two dimensions but soon we'll start  
20:50,to talk about problems where we have thousands or  millions or in some cases even billions of inpu  
20:56,of uh weights in our neural network and then  drawing these types of plots becomes extremely  
21:02,challenging and not really possible anymore but  at least when we're in this regime of small number  
21:08,of inputs and small number of weights we can make  these plots to really understand the entire space  
21:13,and for any new input that we obtain for example  an input right here we can see exactly that this  
21:20,point is going to be having an activation function  less than zero and its output will be less than  
21:27,0.5 the magnitude of that actually is computed  by plugging it into the perceptron equation so  
21:33,we can't avoid that but we can immediately get an  answer on the decision boundary depending on which   side of this hyperplane that we lie on when we  plug it in so now that we have an idea of how to  
21:46,build a perceptron let's start by building neural  networks and seeing how they all come together
21:53,so let's revisit that diagram of the perceptron  that i showed you before if there's only a few  
21:59,things that you get from this class i really  want everyone to take away how a perceptron works  
22:05,and there's three steps remember them always  the dot product you take a dot product of your  
22:10,inputs and your weights you add a bias and you  apply your non-linearity there's three steps  
22:19,let's simplify this diagram a little bit let's  clean up some of the arrows and remove the bias  
22:24,and we can actually see now that every line here  has its own associated weight to it and i'll  
22:30,remove the bias term like i said for simplicity  note that z here is the result of that dot  
22:37,product plus bias before we apply the activation  function though g the final output though is is  
22:44,simply y which is equal to the activation  function of z which is our activation value
22:52,now if we want to define a multi-output neural  network we can simply add another perceptron to  
22:58,this picture so instead of having one perceptron  now we have two perceptrons and two outputs each  
23:04,one is a normal perceptron exactly like we saw  before taking its inputs from each of the x i x  
23:11,ones through x m's taking the dot product adding a  bias and that's it now we have two outputs each of  
23:18,those perceptrons though will have a different set  of weights remember that we'll get back to that
23:25,if we want it so actually one thing to keep  in mind here is because all the inputs are  
23:30,densely connected every input has a connection to  the weights of every perceptron these are often  
23:37,called dense layers or sometimes fully connected  layers now we're through this class you're going  
23:44,to get a lot of experience actually coding up  and practically creating some of these algorithms  
23:50,using a software toolbox called tensorflow  so now that we have the understanding of how  
23:55,a single perceptron works and how a dense  layer works this is a stack of perceptrons  
24:02,let's try and see how we can actually build up  a dense layer like this all the way from scratch  
24:09,to do that we can actually start by initializing  the two components of our dense layer  
24:14,which are the weights and the biases now that we  have these two parameters of our neural network  
24:20,of our dense layer we can actually define the  forward propagation of information just like   we saw it and learn about already that forward  propagation of information is simply the dot  
24:31,product or the matrix multiplication of our  inputs with our weights at a bias that gives  
24:38,us our activation function here and then we  apply this non-linearity to compute the output
24:48,now tensorflow has actually implemented  this dense layer for us so we don't need   to do that from scratch instead we  can just call it like shown here so  
24:57,to create a dense layer with two outputs  we can specify this units equal to two
25:03,now let's take a look at what's called a single  layered neural network this is one we have a  
25:09,single hidden layer between our inputs and our  outputs this layer is called the hidden layer  
25:15,because unlike an input layer and an output layer  the states of this hidden layer are typically  
25:21,unobserved they're hidden to some extent they're  not strictly enforced either and since we have  
25:27,this transformation now from the input layer to  the hidden layer and from the hidden layer to the  
25:32,output layer each of these layers are going to  have their own specified weight matrices we'll  
25:39,call w1 the weight matrices for the first layer  and w2 the weight matrix for the second layer
25:48,if we take a zoomed in look at one of the neurons  in this hidden layer let's take for example z2 for  
25:56,example this is the exact same perceptron that we  saw before we can compute its output again using  
26:04,the exact same story taking all of its inputs x1  through xm applying a dot product with the weights  
26:10,adding a bias and that gives us z2 if we  look at a different neuron let's suppose z3  
26:18,we'll get a different value here because the  weights leading to z3 are probably different than  
26:23,those leading to z2 now this picture looks a bit  messy so let's try and clean things up a bit more
26:32,from now on i'll just use this symbol here to  denote what we call this dense layer or fully  
26:38,connected layers and here you can actually  see an example of how we can create this  
26:45,exact neural network again using tensorflow  with the predefined dense layer notation  
26:50,here we're creating a sequential model where  we can stack layers on top of each other   first layer with n neurons and the second  layer with two neurons the output layer
27:04,and if we want to create a deep neural network  all we have to do is keep stacking these layers   to create more and more hierarchical models  ones where the final output is computed  
27:14,by going deeper and deeper into the network and  to implement this in tensorflow again it's very  
27:22,similar as we saw before again using the tf keras  sequential call we can stack each of these dense  
27:29,layers on top of each other each one specified  by the number of neurons in that dense layer  
27:35,n1 and 2 but with the last output layer fixed to  two outputs if that's how many outputs we have
27:43,okay so that's awesome now we have an idea of not  only how to build up a neural network directly  
27:50,from a perceptron but how to compose them together  to form complex deep neural networks let's take a  
27:56,look at how we can actually apply them to a very  real problem that i believe all of you should  
28:03,care very deeply about here's a problem that we  want to build an ai system to learn to answer  
28:11,will i pass this class and we can start with  a simple two feature model one feature let's  
28:18,say is the number of lectures that you attend as  part of this class and the second feature is the   number of hours that you spend working on your  final project you do have some training data  
28:28,from all of the past participants of success 191  and we can plot this data on this feature space  
28:35,like this the green points here actually indicate  students so each point is one student that has  
28:41,passed the class and the red points  are students that have failed the pass   failed the class you can see their where they are  in this feature space depends on the actual number  
28:51,of hours that they attended the lecture the number  of lectures they attended and the number of hours   they spent on the final project and then there's  you you spent you have attended four lectures  
29:03,and you have spent five hours on your  final project and you want to understand  
29:08,uh will you or how can you build a neural network  given everyone else in this class will you pass  
29:16,or fail uh this class based on the training data  that you see so let's do it we have now all of the  
29:24,uh to do this now so let's build a neural  network with two inputs x1 and x2 with x1 being  
29:32,the number of lectures that we attend x2 is the  number of hours you spend on your final project  
29:38,we'll have one hidden layer with three units and  we'll feed those into a final probability output  
29:45,by passing this class and we can see that  the probability that we pass is 0.1 or 10  
29:53,that's not great but the reason is because  that this model uh was never actually trained  
30:00,it's basically just a a baby it's never seen any  data even though you have seen the data it hasn't  
30:07,seen any data and more importantly you haven't  told the model how to interpret this data it needs  
30:14,to learn about this problem first it knows nothing  about this class or final projects or any of that  
30:21,so one of the most important things to do  this is actually you have to tell the model   when it's able when it is making bad predictions  in order for it to be able to correct itself  
30:32,now the loss of a neural network actually defines  exactly this it defines how wrong a prediction was  
30:40,so it takes as input the predicted outputs  and the ground truth outputs now if those  
30:46,two things are very far apart from each other  then the loss will be very large on the other  
30:51,hand the closer these two things are from each  other the smaller the loss and the more accurate  
30:56,the loss the model will be so we always  want to minimize the loss we want to incur  
31:02,that we want to predict something that's  as close as possible to the ground truth
31:09,now let's assume we have not just the data  from one student but as we have in this case  
31:15,the data from many students we now care about  not just how the model did on predicting just  
31:20,one prediction but how it did on average  across all of these students this is what  
31:26,we call the empirical loss and it's  simply just the mean or the average  
31:32,of every loss from each individual  example or each individual student
31:38,when training a neural network we  want to find a network that minimizes   the empirical loss between our  predictions and the true outputs
31:50,now if we look at the problem of binary  classification where the neural network  
31:55,like we want to do in this case is supposed to  answer either yes or no one or zero we can use  
32:02,what is called a soft max cross entropy loss now  the soft max cross entropy loss is actually built  
32:10,is actually written out here and it's  defined by actually what's called the  
32:16,cross entropy between two probability  distributions it measures how far apart  
32:21,the ground truth probability distribution is  from the predicted probability distribution  
32:28,let's suppose instead of predicting binary  outputs will i pass this class or will i not  
32:34,pass this class instead you want to predict the  final grade as a real number not a probability  
32:41,or as a percentage we want the the grade that you  will get in this class now in this case because  
32:51,the type of the output is different we also need  to use a different loss here because our outputs   are no longer 0 1 but they can be any real number  they're just the grade that you're going to get on  
33:03,on the final class so for example here since this  is a continuous variable the grade we want to use  
33:10,what's called the mean squared error this measures  just the the squared error the squared difference  
33:17,between our ground truth and our predictions  again averaged over the entire data set  
33:24,okay great so now we've seen two loss functions  one for classification binary outputs as well as  
33:32,regression continuous outputs and the problem now  i think that we need to start asking ourselves is  
33:38,how can we take that loss function we've seen our  loss function we've seen our network now we have   to actually understand how can we put those two  things together how can we use our loss function  
33:48,to train the weights of our neural network  such that it can actually learn that problem  
33:54,well what we want to do is actually  find the weights of the neural network   that will minimize the loss of our  data set that essentially means  
34:03,that we want to find the ws in our neural network  that minimize j of w jfw is our empirical cost  
34:11,function that we saw in the previous slides that  average loss over each data point in the data set
34:19,now remember that w capital w is simply  a collection of all of the weights in our  
34:25,neural network not just from one layer  but from every single layer so that's   w0 from the zeroth layer to the first layer  to the second layer all concatenate into one  
34:34,in this optimization problem we want to optimize  all of the w's to minimize this empirical loss
34:42,now remember our loss function is just a  simple function of our weights if we have  
34:47,only two weights we can actually plot this entire  lost landscape over this grid of weight so on the  
34:54,one axis on the bottom you can see weight number  one and the other one you can see weight zero  
35:01,there's only two weights in this neural network  very simple neural network so we can actually plot   for every w0 and w1 what is the loss what is the  error that we'd expect to see and obtain from this  
35:14,neural network now the whole process of training a  neural network optimizing it is to find the lowest  
35:22,point in this lost landscape that will tell us our  optimal w0 and w1 now how can we do that the first  
35:31,thing we have to do is pick a point so let's pick  any w0 w1 starting from this point we can compute  
35:40,the gradient of the landscape at that point  now the gradient tells us the direction of  
35:48,highest or steepest ascent okay  so that tells us which way is up   okay if we compute the gradient of our  loss with respect to our weights that's  
35:57,the derivative our gradient for the loss  with respect to the weights that tells   us the direction of which way is up on that  lost landscape from where we stand right now  
36:07,instead of going up though we want to find the  lowest loss so let's take the the negative of our  
36:13,gradient and take a small step in that direction  okay and this will move us a little bit closer  
36:20,to the lowest point and we just keep repeating  this now we compute the gradient at this point   and repeat the process until we converge  and we will converge to a local minimum  
36:31,we don't know if it will converge to a global  minimum but at least we know that it should   in theory converge to a local minimum now we can  summarize this algorithm as follows this algorithm  
36:42,is also known as gradient descent so we start by  initializing all of our weights randomly and we  
36:49,start and we loop until convergence we start  from one of those weights our initial point  
36:55,we compute the gradient that tells us which way is  up so we take a step in the opposite direction we  
37:01,take a small step here small is computed by  multiplying our gradient by this factor eta  
37:09,and we'll learn more about this factor later  this factor is called the learning rate   we'll learn more about that later now again in  tensorflow we can actually see this pseudocode  
37:20,of grading descent algorithm written out in  code we can randomize all of our weights that  
37:25,in that basically initializes our search our  optimization process at some point in space  
37:31,and then we keep looping over and over and over  again and we compute the loss we compute the   gradient and we take a small step of our weights  in the direction of that gradient but now let's  
37:41,take a look at this term here this is the how  we actually compute the gradient this explains  
37:49,how the loss is changing with respect to  the weight but i never actually told you  
37:55,how we compute this so let's  talk about this process   which is actually extremely important in training  neural networks it's known as backpropagation
38:06,so how does backpropagation work  how do we compute this gradient   let's start with a very simple neural network  this is probably the simplest neural network  
38:14,in existence it only has one input one hidden  neuron and one output computing the gradient of  
38:22,our loss j of w with respect to one of the weights  in this case just w2 for example tells us how much  
38:32,a small change in w2 is going to affect our loss  j so if we move around j infinitesimally small how  
38:42,will that affect our loss that's what the gradient  is going to tell us of derivative of j of w 2.  
38:49,so if we write out this derivative we can actually  apply the chain rule to actually compute it  
38:56,so what does that look like specifically  we can decompose that derivative into the  
39:04,derivative of j d d w over d y multiplied by  derivative of our output with respect to w2  
39:17,now the question here is with the second part  if we want to compute now not the derivative  
39:23,of our loss with respect to w2 but now the  loss with respect to w1 we can do the same  
39:29,story as before we can apply the chain rule now  recursively so now we have to apply the chain  
39:36,rule again to this second part now the second  part is expanded even further so the derivative  
39:44,of our output with respect to z1 which is the  activation function of this first hidden unit and  
39:50,we can back propagate this information now you can  see starting from our loss all the way through w2  
39:57,and then recursively applying this chain rule  again to get to w1 and this allows us to see  
40:04,both the gradient at both w2 and w1 so  in this case just to reiterate once again  
40:11,this is telling us this dj dw1 is telling us how  a small change in our weight is going to affect  
40:20,our loss so we can see if we increase our weight a  small amount it will increase our loss that means  
40:25,we will want to decrease the weight to decrease  our loss that's what the gradient tells us which  
40:30,direction we need to step in order to decrease  or increase our loss function now we showed this  
40:39,here for just two weights in our neural network  because we only have two weights but imagine   we have a very deep neural network one with more  than just two layers of or one layer rather of of  
40:49,hidden units we can just repeat this this process  of applying recursively applying the chain rule  
40:56,to determine how every single way in the model  needs to change to impact that loss but really  
41:02,all this boils down to just recursively applying  this chain rule formulation that you can see here
41:10,and that's the back propagation algorithm in  theory it sounds very simple it's just a very  
41:16,very basic extension on derivatives and the chain  rule but now let's actually touch on some insights  
41:24,from training these networks in practice that make  this process much more complicated in practice  
41:32,and why using back propagation as we saw there  is not always so easy now in practice training  
41:38,neural networks and optimization of networks can  be extremely difficult and it's actually extremely  
41:44,computationally intensive here's the visualization  of what a lost landscape of a real neural network  
41:52,can look like visualized on just two dimensions  now you can see here that the loss is extremely  
42:00,non-convex meaning that it has many many local  minimum that can make using an algorithm like  
42:07,gradient descent very very challenging because  gradient descent is always going to step  
42:12,closest to the first local minimum but it can  always get stuck there so finding how to get  
42:18,to the global minima or a really good solution for  your neural network can often be very sensitive to  
42:25,your hyperparameters such as where the optimizer  starts in this lost landscape if it starts in a  
42:32,potentially bad part of the landscape it can very  easily get stuck in one of these local minimum
42:39,now recall the equation that we talked about for  gradient descent this was the equation i showed  
42:45,you your next weight update is going to be your  current weights minus a small amount called the  
42:52,learning rate multiplied by the gradient so we  have this minus sign because we want to step in  
42:57,the opposite direction and we multiply it by the  gradient or we multiply by the small number called  
43:03,here called eta which is what we call the learning  rate how fast do we want to do the learning  
43:10,now it determines actually not just how fast  to do the learning that's maybe not the best   way to say it but it tells us how large should  each step we take in practice be with regards  
43:22,to that gradient so the gradient tells us the  direction but it doesn't necessarily tell us   the magnitude of the direction so eta can tell  us actually a scale of how much we want to trust  
43:34,that gradient and step in the direction of that  gradient in practice setting even eta this one  
43:40,parameters one number can be extremely difficult  and i want to give you a quick example of why  
43:46,so if you have a very non-convex loc or lost  landscape where you have local minima if you  
43:54,set the learning rate too low then the model  can get stuck in these local minima it can  
43:59,never escape them because it gets it actually does  optimize itself but it optimizes it to a very sm  
44:07,to a non-optimal minima and it can converge very  slowly as well on the other hand if we increase  
44:13,our learning rate too much then we can actually  overshoot our our minima and actually diverge  
44:20,and and lose control and basically uh explode the  training process completely one of the challenges  
44:28,is actually how to pre how to use stable learning  rates that are large enough to avoid the local  
44:34,minima but small enough so that they don't  diverge and convert or that they don't diverge  
44:41,completely so they're small enough to actually  converge to that global spot once they reach it
44:49,so how can we actually set this learning  rate well one option which is actually  
44:54,somewhat popular in practice is to actually  just try a lot of different learning rates   and that actually works it is a feasible approach  but let's see if we can do something a little bit  
45:05,smarter than that more intelligent what if we  could say instead how can we build an adaptive  
45:12,learning rate that actually looks at its lost  landscape and adapts itself to account for what  
45:17,it sees in the landscape there are actually  many types of optimizers that do exactly this  
45:23,this means that the learning rates are no longer  fixed they can increase or decrease depending on  
45:29,how large the gradient is in that location and how  fast we want and how fast we're actually learning
45:38,and many other options that could be also with  regards to the size of the weights at that point   the magnitudes etc in fact these have been widely  explored and published as part of tensorflow as  
45:51,well and during your labs we encourage each of  you to really try out each of these different   types of optimizers and experiment with  their performance in different types of  
46:01,problems so that you can gain very important  intuition about when to use different types of  
46:06,optimizers are what their advantages are and  disadvantages in certain applications as well  
46:14,so let's try and put all of this together so  here we can see a full loop of using tensorflow  
46:22,to define your model on the first line define  your optimizer here you can replace this with  
46:28,any optimizer that you want here i'm just using  stochastic gradient descent like we saw before  
46:34,and feeding it through the model we loop  forever we're doing this forward prediction   we predict using our model we compute the  loss with our prediction this is exactly  
46:44,the loss is telling us again how incorrect our  prediction is with respect to the ground truth y  
46:51,we compute the gradient of our loss with respect  to each of the weights in our neural network and  
46:58,finally we apply those gradients using our  optimizer to step and update our weights  
47:05,this is really taking everything that we've  learned in the class in the lecture so far   and applying it into one one whole  piece of code written in tensorflow  
47:18,so i want to continue this talk and really talk  about tips for training these networks in practice  
47:25,now that we can focus on this very powerful  idea of batching your data into mini batches  
47:33,so before we saw it with gradient descent that  we have the following algorithm this gradient  
47:40,that we saw to compute using back propagation can  be actually very intensive to compute especially  
47:46,if it's computed over your entire training set so  this is a summation over every single data point  
47:52,in the entire data set in most real-life  applications it is simply not feasible to  
47:58,compute this on every single iteration in  your optimization loop alternatively let's  
48:04,consider a different variant of this algorithm  called stochastic gradient descent so instead   of computing the gradient over our entire data  set let's just pick a single point compute the  
48:15,gradient of that single point with respect to the  weights and then update all of our weights based  
48:21,on that gradient so this has some advantages this  is very easy to compute because it's only using  
48:28,one data point now it's very fast but it's also  very noisy because it's only from one data point  
